"#","ИД установе","Власништво","Округ","Општина","Назив установе","Подручје рада","Образовни профил","Трајање образовања","Језик наставе","Број одељења - први разред","Број комбинованих одељења - први разред","Број специјалних одељења - први разред","Број ученика - први разред","Број девојчица - први разред","Број ИОП-а 1 - први разред","Број ИОП-а 2 - први разред","Број ИОП-а 3 - први разред","Број одељења - други разред","Број комбинованих одељења - други разред","Број специјалних одељења - други разред","Број ученика - други разред","Број девојчица - други разред","Број ИОП-а 1 - други разред","Број ИОП-а 2 - други разред","Број ИОП-а 3 - други разред","Број одељења - трећи разред","Број комбинованих одељења - трећи разред","Број специјалних одељења - трећи разред","Број ученика - трећи разред","Број девојчица - трећи разред","Број ИОП-а 1 - трећи разред","Број ИОП-а 2 - трећи разред","Број ИОП-а 3 - трећи разред","Број одељења - четврти разред","Број комбинованих одељења - четврти разред","Број специјалних одељења - четврти разред","Број ученика - четврти разред","Број девојчица - четврти разред","Број ИОП-а 1 - четврти разред","Број ИОП-а 2 - четврти разред","Број ИОП-а 3 - четврти разред"
"2380.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Трговина, угоститељство и туризам","Туристички техничар","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","29","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","26","11","0","0","0"
"2381.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Трговина, угоститељство и туризам","Кувар","3","Српски језик","1","0","0","22","6","0","2","0","1","0","0","13","1","0","1","0","1","0","0","13","8","0","4","0","0","0","0","0","0","0","0","0"
"2382.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Економија, право и администрација","Економски техничар","4","Српски језик","1","0","0","31","21","0","0","0","1","0","0","29","18","0","0","0","1","0","0","30","18","0","0","0","1","0","0","31","24","0","0","0"
"2383.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Трговина, угоститељство и туризам","Туристички техничар - оглед","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","15","0","0","0","0","0","0","0","0","0","0","0"
"2384.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Машинство и обрада метала","Бравар (ученици са сметњама у развоју - лако ментално ометени у развоју)","3","Српски језик","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2385.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Трговина, угоститељство и туризам","Туристичко-хотелијерски техничар","4","Српски језик","1","0","0","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2386.","1662","Државно","Рашки управни округ","Тутин","Гимназија","Гимназија","Општи тип гимназије","4","Босански језик","4","0","0","100","44","0","0","0","3","0","0","90","53","0","0","0","4","0","0","107","63","0","0","0","3","0","0","84","39","0","0","0"
"2387.","1662","Државно","Рашки управни округ","Тутин","Гимназија","Гимназија","Општи тип гимназије","4","Српски језик","1","0","0","30","14","0","0","0","1","0","0","30","20","0","0","0","1","0","0","29","15","0","0","0","2","0","0","57","38","0","0","0"
"2388.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Машински техничар за компјутерско конструисање","4","Босански језик","2","0","0","30","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2389.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Аутомеханичар","3","Босански језик","1","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2390.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Електротехника","Електроинсталатер","3","Босански језик","1","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2391.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Електротехника","Електромонтер мрежа и постројења","3","Босански језик","1","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2392.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Саобраћај","Техничар друмског саобраћаја","4","Босански језик","1","0","0","30","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2393.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Машински техничар моторних возила","4","Босански језик","1","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2394.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Текстилство и кожарство","Модни кројач","3","Босански језик","1","0","0","20","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2395.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Машинбравар","3","Босански језик","1","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2396.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Машински техничар за компјутерско конструисање","4","Српски језик","0","0","0","0","0","0","0","0","2","0","0","47","18","1","0","0","1","0","0","28","11","0","0","0","2","0","0","38","12","0","0","0"
"2397.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Електротехника","Електроинсталатер","3","Српски језик","0","0","0","0","0","0","0","0","1","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2398.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Електротехника","Електромонтер мрежа и постројења","3","Српски језик","0","0","0","0","0","0","0","0","1","1","0","8","0","0","0","0","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0"
"2399.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Саобраћај","Техничар друмског саобраћаја","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","30","12","0","0","0","1","0","0","23","7","0","0","0","1","0","0","26","10","0","0","0"
"2400.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Економија, право и администрација","Економски техничар","4","Српски језик","1","0","0","28","12","0","0","0","1","0","0","29","15","0","0","0","1","0","0","28","14","0","0","0","1","0","0","26","16","0","0","0"
"2401.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Машински техничар моторних возила","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","25","0","0","0","0","1","0","0","16","0","0","0","0","1","0","0","16","0","0","0","0"
"2402.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Шумарство и обрада дрвета","Тапетар - декоратер","3","Српски језик","0","0","0","0","0","0","0","0","1","0","0","16","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2403.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Шумарство и обрада дрвета","Техничар за обликовање намештаја и ентеријера","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","15","2","0","0","0","1","0","0","8","0","0","0","0","1","0","0","12","1","0","0","0"
"2404.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Текстилство и кожарство","Моделар одеће - образовни профил изашао из огледа","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","10","6","0","0","0","1","0","0","15","11","0","0","0","1","0","0","12","1","0","0","0"
"2405.","1664","Државно","Борски управни округ","Бор","Гимназија Бора Станковић","Гимназија","Природно - математички смер","4","Српски језик","1","0","0","31","20","0","0","0","1","0","0","30","20","0","0","0","1","0","0","28","19","0","0","0","1","0","0","30","18","0","0","0"
"2406.","1664","Државно","Борски управни округ","Бор","Гимназија Бора Станковић","Гимназија","Друштвено - језички смер гимназије","4","Српски језик","2","0","0","55","48","0","0","0","2","0","0","41","30","0","0","0","2","0","0","40","30","0","0","0","2","0","0","48","28","0","0","0"
"2407.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Трговина, угоститељство и туризам","Туристички техничар","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","23","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2408.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Трговина, угоститељство и туризам","Кувар","3","Српски језик","1","1","0","12","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2409.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Економија, право и администрација","Економски техничар","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","26","18","0","0","0","1","0","0","27","22","0","1","0","0","0","0","0","0","0","0","0"
"2410.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Економија, право и администрација","Правни техничар","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","22","15","0","0","0"
"2411.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Економија, право и администрација","Техничар обезбеђења","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","23","11","0","0","0","0","0","0","0","0","0","0","0"
"2412.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Економија, право и администрација","Пословни администратор","4","Српски језик","1","0","0","25","19","0","0","0","1","0","0","27","26","0","0","0","1","0","0","27","19","0","1","0","0","0","0","0","0","0","0","0"
"2413.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Економија, право и администрација","Финансијски администратор","4","Српски језик","1","0","1","24","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","17","15","0","0","0"
"2414.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Трговина, угоститељство и туризам","Туристички техничар","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","26","21","0","0","0","1","0","0","16","12","0","0","0"
"2415.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Економија, право и администрација","Комерцијалиста","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","19","15","0","0","0"
"2416.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Трговина, угоститељство и туризам","Трговац 16 2013","3","Српски језик","1","1","0","10","10","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2417.","1665","Државно","Борски управни округ","Бор","Економско-трговинска школа","Трговина, угоститељство и туризам","Туристичко-хотелијерски техничар","4","Српски језик","1","0","1","27","22","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2418.","1666","Државно","Борски управни округ","Бор","Техничка школа","Пољопривреда, производња и прерада хране","Пекар","3","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","9","7","0","3","0","0","0","0","0","0","0","0","0"
"2419.","1666","Државно","Борски управни округ","Бор","Техничка школа","Геологија, рударство и металургија","Геолошки техничар за истраживање минералних сировина","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","16","9","0","1","0","0","0","0","0","0","0","0","0"
"2420.","1666","Државно","Борски управни округ","Бор","Техничка школа","Геологија, рударство и металургија","Рударски техичар за припрему минералних сировина","4","Српски језик","1","0","0","28","6","0","0","0","1","0","0","28","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
